date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:29:10	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:%2217b8b-5665433173c00-gzip%22	https://preview.colorlib.com/theme/appy/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/vendor/jquery-1.12.4.min.js	(from https://preview.colorlib.com/theme/appy/)
12:29:11	520715/520715	---MCZ	200	added ('OK')	application/javascript	etag:%227f20b-566543466ed80-gzip%22	https://preview.colorlib.com/theme/appy/js/vendor/jquery-ui.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/vendor/jquery-ui.js	(from https://preview.colorlib.com/theme/appy/)
12:29:11	37046/37046	---M-Z	200	added ('OK')	application/javascript	etag:%2290b6-56654327ea580-gzip%22	https://preview.colorlib.com/theme/appy/js/vendor/bootstrap.min.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/vendor/bootstrap.min.js	(from https://preview.colorlib.com/theme/appy/)
12:29:12	40402/40402	---M-Z	200	added ('OK')	application/javascript	etag:%229dd2-56654311fb1c0-gzip%22	https://preview.colorlib.com/theme/appy/js/owl.carousel.min.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/appy/)
12:29:12	2617/2617	---M-Z	200	added ('OK')	application/javascript	etag:%22a39-56654301c4b80-gzip%22	https://preview.colorlib.com/theme/appy/js/contact-form.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/contact-form.js	(from https://preview.colorlib.com/theme/appy/)
12:29:13	5591/5591	---M-Z	200	added ('OK')	application/javascript	etag:%2215d7-56654302b8dc0-gzip%22	https://preview.colorlib.com/theme/appy/js/ajaxchimp.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/ajaxchimp.js	(from https://preview.colorlib.com/theme/appy/)
12:29:13	2036/2036	---M-Z	200	added ('OK')	application/javascript	etag:%227f4-5665430871b40-gzip%22	https://preview.colorlib.com/theme/appy/js/scrollUp.min.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/scrollUp.min.js	(from https://preview.colorlib.com/theme/appy/)
12:29:15	20222/20222	---M-Z	200	added ('OK')	application/javascript	etag:%224efe-5665430595480-gzip%22	https://preview.colorlib.com/theme/appy/js/magnific-popup.min.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/magnific-popup.min.js	(from https://preview.colorlib.com/theme/appy/)
12:29:15	8427/8427	---M-Z	200	added ('OK')	application/javascript	etag:%2220eb-56654314d7880-gzip%22	https://preview.colorlib.com/theme/appy/js/wow.min.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/wow.min.js	(from https://preview.colorlib.com/theme/appy/)
12:29:16	5376/5376	---M-Z	200	added ('OK')	application/javascript	etag:%221500-56654304a1240-gzip%22	https://preview.colorlib.com/theme/appy/js/main.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/js/main.js	(from https://preview.colorlib.com/theme/appy/)
12:29:16	698/698	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2006:59:15%20GMT	https://preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.eot	(from https://preview.colorlib.com/theme/appy/css/bootstrap.min.css)
12:29:17	698/698	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jul%202024%2006:59:16%20GMT	https://preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/fonts/glyphicons-halflings-regulard41d.eot	(from https://preview.colorlib.com/theme/appy/css/bootstrap.min.css)
